0.558,0.484,1.502,0.802,-0.1,-0.1,0.049,0.609,1.552,0.922,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.662,0.903,-0.1,-0.1,1.904,0.391,1.564,0.071,-0.1,-0.1,0.085,0.57,1.862,0.227
0.615,0.507,1.501,0.802,-0.1,-0.1,0.051,0.609,1.552,0.922,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.662,0.904,-0.1,-0.1,1.903,0.392,1.565,0.071,-0.1,-0.1,0.085,0.57,1.863,0.227
0.672,0.529,1.501,0.802,-0.1,-0.1,0.051,0.609,1.551,0.921,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.654,0.904,-0.1,-0.1,1.901,0.391,1.564,0.072,-0.1,-0.1,0.086,0.57,1.862,0.227
0.726,0.548,1.502,0.802,-0.1,-0.1,0.051,0.61,1.552,0.921,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.661,0.903,-0.1,-0.1,1.902,0.391,1.564,0.072,-0.1,-0.1,0.084,0.571,1.862,0.227
0.778,0.567,1.503,0.802,-0.1,-0.1,0.05,0.609,1.552,0.921,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.661,0.902,-0.1,-0.1,1.902,0.391,1.564,0.072,-0.1,-0.1,0.085,0.57,1.863,0.228
0.827,0.583,1.503,0.802,-0.1,-0.1,0.051,0.61,1.552,0.92,-0.1,-0.1,0.91,0.169,-0.1,-0.1,-0.1,-0.1,1.658,0.901,-0.1,-0.1,1.903,0.391,1.564,0.071,-0.1,-0.1,0.085,0.57,1.863,0.228
0.87,0.6,1.501,0.802,-0.1,-0.1,0.05,0.609,1.552,0.921,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.659,0.902,-0.1,-0.1,1.902,0.391,1.564,0.072,-0.1,-0.1,0.085,0.57,1.862,0.227
0.926,0.619,1.501,0.802,-0.1,-0.1,0.05,0.609,1.552,0.922,-0.1,-0.1,0.909,0.17,-0.1,-0.1,-0.1,-0.1,1.658,0.903,-0.1,-0.1,1.903,0.39,1.565,0.072,-0.1,-0.1,0.085,0.57,1.863,0.227
0.975,0.637,1.502,0.802,-0.1,-0.1,0.051,0.61,1.553,0.92,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.659,0.904,-0.1,-0.1,1.902,0.391,1.564,0.072,-0.1,-0.1,0.085,0.57,1.863,0.227
1.014,0.652,1.502,0.801,-0.1,-0.1,0.05,0.609,1.552,0.922,-0.1,-0.1,0.909,0.168,-0.1,-0.1,-0.1,-0.1,1.662,0.904,-0.1,-0.1,1.903,0.391,1.564,0.072,-0.1,-0.1,0.085,0.57,1.863,0.227
1.071,0.67,1.501,0.802,-0.1,-0.1,0.05,0.609,1.552,0.921,-0.1,-0.1,0.908,0.169,-0.1,-0.1,-0.1,-0.1,1.658,0.901,-0.1,-0.1,1.904,0.392,1.564,0.071,-0.1,-0.1,0.085,0.57,1.863,0.227
1.116,0.688,1.501,0.802,-0.1,-0.1,0.05,0.609,1.552,0.919,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.662,0.903,-0.1,-0.1,1.901,0.391,1.565,0.071,-0.1,-0.1,0.084,0.57,1.863,0.227
1.168,0.705,1.502,0.802,-0.1,-0.1,0.051,0.61,1.551,0.92,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.661,0.903,-0.1,-0.1,1.902,0.392,1.564,0.071,-0.1,-0.1,0.085,0.57,1.862,0.228
1.216,0.723,1.5,0.801,-0.1,-0.1,0.051,0.609,1.554,0.92,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.662,0.904,-0.1,-0.1,1.903,0.392,1.564,0.071,-0.1,-0.1,0.085,0.57,1.862,0.227
1.264,0.741,1.5,0.802,-0.1,-0.1,0.05,0.609,1.551,0.92,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.661,0.903,-0.1,-0.1,1.903,0.392,1.564,0.072,-0.1,-0.1,0.086,0.57,1.863,0.227
1.311,0.758,1.503,0.802,-0.1,-0.1,0.051,0.609,1.553,0.921,-0.1,-0.1,0.909,0.168,-0.1,-0.1,-0.1,-0.1,1.66,0.903,-0.1,-0.1,1.903,0.391,1.564,0.071,-0.1,-0.1,0.086,0.568,1.862,0.227
1.36,0.776,1.5,0.801,-0.1,-0.1,0.05,0.61,1.554,0.92,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.658,0.903,-0.1,-0.1,1.902,0.392,1.565,0.071,-0.1,-0.1,0.085,0.57,1.863,0.227
1.409,0.794,1.502,0.803,-0.1,-0.1,0.05,0.609,1.55,0.921,-0.1,-0.1,0.909,0.17,-0.1,-0.1,-0.1,-0.1,1.662,0.904,-0.1,-0.1,1.903,0.392,1.564,0.072,-0.1,-0.1,0.086,0.569,1.863,0.227
1.447,0.812,1.505,0.802,-0.1,-0.1,0.05,0.609,1.55,0.922,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.657,0.902,-0.1,-0.1,1.903,0.392,1.565,0.071,-0.1,-0.1,0.085,0.569,1.863,0.227
1.454,0.83,1.55,0.798,-0.1,-0.1,0.049,0.609,1.552,0.921,-0.1,-0.1,0.909,0.17,-0.1,-0.1,-0.1,-0.1,1.662,0.903,-0.1,-0.1,1.902,0.391,1.564,0.071,-0.1,-0.1,0.085,0.569,1.863,0.227
1.462,0.854,1.589,0.796,-0.1,-0.1,0.05,0.61,1.551,0.921,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.661,0.903,-0.1,-0.1,1.903,0.392,1.564,0.072,-0.1,-0.1,0.085,0.569,1.863,0.228
1.469,0.87,1.626,0.793,-0.1,-0.1,0.05,0.609,1.551,0.923,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.66,0.903,-0.1,-0.1,1.903,0.392,1.564,0.071,-0.1,-0.1,0.085,0.569,1.863,0.228
1.482,0.892,1.657,0.789,-0.1,-0.1,0.05,0.609,1.553,0.919,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.66,0.901,-0.1,-0.1,1.903,0.392,1.565,0.071,-0.1,-0.1,0.085,0.569,1.863,0.227
1.497,0.912,1.685,0.785,-0.1,-0.1,0.05,0.61,1.552,0.922,-0.1,-0.1,0.908,0.169,-0.1,-0.1,-0.1,-0.1,1.662,0.904,-0.1,-0.1,1.903,0.392,1.564,0.071,-0.1,-0.1,0.085,0.569,1.863,0.227
1.503,0.93,1.713,0.782,-0.1,-0.1,0.05,0.609,1.567,0.924,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.658,0.902,-0.1,-0.1,1.903,0.392,1.565,0.071,-0.1,-0.1,0.085,0.568,1.863,0.227
1.505,0.928,1.747,0.78,-0.1,-0.1,0.05,0.61,1.578,0.927,-0.1,-0.1,0.909,0.169,-0.1,-0.1,-0.1,-0.1,1.662,0.904,-0.1,-0.1,1.902,0.391,1.564,0.071,-0.1,-0.1,0.085,0.568,1.863,0.226
1.504,0.912,1.771,0.775,-0.1,-0.1,0.051,0.61,1.588,0.934,-0.1,-0.1,0.909,0.17,-0.1,-0.1,-0.1,-0.1,1.658,0.901,-0.1,-0.1,1.902,0.391,1.564,0.071,-0.1,-0.1,0.085,0.569,1.862,0.227
1.507,0.903,1.799,0.775,-0.1,-0.1,0.051,0.61,1.602,0.935,-0.1,-0.1,0.909,0.17,-0.1,-0.1,-0.1,-0.1,1.663,0.903,-0.1,-0.1,1.903,0.391,1.565,0.071,-0.1,-0.1,0.085,0.569,1.863,0.227
